Semana;Date;Start time;Duration (minutes);Plant_species;Insect_species;Interaction
1;05th July 2021;10:00;15;Agave attenuata;Melipinini preto (Scaptotrigona/Trigona) ? Prov. Trigona spinipes;2
1;05th July 2021;10:00;15;Talinum fruticosum;0;
1;05th July 2021;10:00;15;Turnera subulata;0;
1;05th July 2021;10:00;15;Tradescantia pallida;Apis mellifera;1
1;05th July 2021;10:00;15;Lantana camara;Lepidoptera branca;1
1;05th July 2021;10:00;15;Lantana camara;Apis mellifera;2
1;05th July 2021;10:00;15;Ixora chinensis;0;
1;05th July 2021;10:00;15;Tridax procumbens;0;
1;05th July 2021;10:00;15;Achillea millefolium;0;
1;05th July 2021;10:00;15;Aloe sp. 1;Trigona spinipes;2
1;05th July 2021;10:00;15;Pachystachys lutea;Trigona spinipes;2
1;05th July 2021;10:00;15;Justicia brandegeeana;Apis mellifera;2
1;05th July 2021;10:00;15;Justicia brandegeeana;Melipinini preto (Scaptotrigona/Trigona) ? 1;2
1;05th July 2021;10:00;15;Justicia brandegeeana;Hallicitidae verde comum 1;2
1;05th July 2021;10:00;15;Acmella oleracea;0;
1;05th July 2021;10:00;15;Emilia fosbergii;0;
1;05th July 2021;12:30;15;Agave attenuata;Melipinini preto (Scaptotrigona/Trigona) ? Prov. Trigona spinipes;1
1;05th July 2021;12:30;15;Talinum fruticosum;0;
1;05th July 2021;12:30;15;Turnera subulata;0;
1;05th July 2021;12:30;15;Tradescantia pallida;0;
1;05th July 2021;12:30;15;Achillea millefolium;0;
1;05th July 2021;12:30;15;Tridax procumbens;0;
1;05th July 2021;12:30;15;Ixora chinensis;Apis mellifera;1
1;05th July 2021;12:30;15;Ixora chinensis;Hallicitidae verde comum 1;2
1;05th July 2021;12:30;15;Ixora chinensis;Lepidoptera amarela;1
1;05th July 2021;12:30;15;Lantana camara;Borboleta parecida com monarca (já pega);1
1;05th July 2021;12:30;15;Aloe sp. 1;Trigona spinipes;2
1;05th July 2021;12:30;15;Pachystachys lutea;Trigona spinipes;2
1;05th July 2021;12:30;15;Pachystachys lutea;Nannotrigona testaceicornes;2
1;05th July 2021;12:30;15;Justicia brandegeeana;Apis mellifera;2
1;05th July 2021;12:30;15;Justicia brandegeeana;Hallicitidae verde comum (já capturada);2
1;05th July 2021;12:30;15;Justicia brandegeeana;Melipinini preto (Scaptotrigona/Trigona) ? Prov. Trigona spinipes;2
1;05th July 2021;12:30;15;Acmella oleracea;Apis mellifera;1
1;05th July 2021;12:30;15;Acmella oleracea;Tetragonisca sp.;1
1;05th July 2021;12:30;15;Emilia fosbergii;Abelha solitária;1
1;05th July 2021;14:00;15;Agave attenuata;Melipinini preto (Scaptotrigona/Trigona) ? Prov. Trigona spinipes;2
1;05th July 2021;14:00;15;Talinum fruticosum;0;
1;05th July 2021;14:00;15;Turnera subulata;0;
1;05th July 2021;14:00;15;Tradescantia pallida;0;
1;05th July 2021;14:00;15;Ixora chinensis;Hallicitidae (15);2
1;05th July 2021;14:00;15;Achillea millefolium;Vespa (peq.);1
1;05th July 2021;14:00;15;Achillea millefolium;Vaquinha (Coleoptera);1
1;05th July 2021;14:00;15;Achillea millefolium;Nannotrigona testaceicornes;1
1;05th July 2021;14:00;15;Talinum fruticosum;Diptera 1;1
1;05th July 2021;14:00;15;Lantana camara;Hallicitidae (16);2
1;05th July 2021;14:00;15;Lantana camara;Euglossinae;1
1;05th July 2021;14:00;15;Lantana camara;Apis mellifera;1
1;05th July 2021;14:00;15;Lantana camara;Abelhas estranha;1
1;05th July 2021;14:00;15;Aloe sp. 1;Trigona spinipes;2
1;05th July 2021;14:00;15;Pachystachys lutea;Trigona spinipes;2
1;05th July 2021;14:00;15;Justicia brandegeeana;Hallicitidae verde comum (já capturada);2
1;05th July 2021;14:00;15;Justicia brandegeeana;Melipinini preto (Scaptotrigona/Trigona) ? Prov. Trigona spinipes;2
1;05th July 2021;14:00;15;Justicia brandegeeana;Apis mellifera;2
1;05th July 2021;14:00;15;Acmella oleracea;Apis mellifera;1
1;05th July 2021;14:00;15;Acmella oleracea;Tetragonisca sp.;1
1;05th July 2021;14:00;15;Acmella oleracea;Diptera (20);1
1;05th July 2021;14:00;15;Emilia fosbergii;0;
1;05th July 2021;14:00;15;Tridax procumbens;Apis mellifera;1
1;05th July 2021;16:00;15;Agave attenuata;Melipinini preto (Scaptotrigona/Trigona) ? Prov. Trigona spinipes;2
1;05th July 2021;16:00;15;Turnera subulata;0;
1;05th July 2021;16:00;15;Tradescantia pallida;0;
1;05th July 2021;16:00;15;Ixora chinensis;0;
1;05th July 2021;16:00;15;Lantana camara;Vespa preta e amarela (22);2
1;05th July 2021;16:00;15;Lantana camara;Apis mellifera;2
1;05th July 2021;16:00;15;Lantana camara;Hallicitidae (24);1
1;05th July 2021;16:00;15;Pachystachys lutea;0;
1;05th July 2021;16:00;15;Justicia brandegeeana;Apis mellifera;2
1;05th July 2021;16:00;15;Justicia brandegeeana;Nannotrigona testaceicornes;2
1;05th July 2021;16:00;15;Justicia brandegeeana;Melipinini preto (Scaptotrigona/Trigona) ? Prov. Trigona spinipes;2
1;05th July 2021;16:00;15;Talinum fruticosum;0;
1;05th July 2021;16:00;15;Aloe sp. 1;Trigona spinipes;2
1;05th July 2021;16:00;15;Achillea millefolium;Nannotrigona testaceicornes;1
1;05th July 2021;16:00;15;Achillea millefolium;Percevejo estranho (23);1
1;05th July 2021;16:00;15;Acmella oleracea;Tetragonisca sp.;1
1;05th July 2021;16:00;15;Emilia fosbergii;0;
1;05th July 2021;16:00;15;Agave attenuata;Melipinini preto (Scaptotrigona/Trigona) ? Prov. Trigona spinipes;2
1;06th July 2021;10:00;15;Raphanus raphanistrum;Bombus amarela;1
1;06th July 2021;10:00;15;Raphanus raphanistrum;Melipinini preto (Scaptotrigona/Trigona) ?;2
1;06th July 2021;10:00;15;Lippia alba;0;
1;06th July 2021;10:00;15;Sonchus oleraceus;0;
1;06th July 2021;10:00;15;Eugenia uniflora;0;
1;06th July 2021;10:00;15;Plectranthus barbatus;Xylocopa frontalis;1
1;06th July 2021;10:00;15;Plectranthus barbatus;Bombus amarela;1
1;06th July 2021;10:00;15;Plectranthus barbatus;Xylocopa abdomen preto;1
1;06th July 2021;10:00;15;Plectranthus barbatus;Bombus preta;1
1;06th July 2021;10:00;15;Tetradenia riparia;Apis mellifera;1
1;06th July 2021;10:00;15;Tithonia diversifolia;0;
1;06th July 2021;10:00;15;Ocimum basilicum;Apis mellifera;1
1;06th July 2021;10:00;15;Thunbergia grandiflora;Trigona spinipes;2
1;06th July 2021;10:00;15;Cosmos sulphureus;Apis mellifera;1
1;06th July 2021;10:00;15;Cosmos sulphureus;0;
1;06th July 2021;10:00;15;Leonurus sibiricus;Apis mellifera;1
1;06th July 2021;10:00;15;Leonurus sibiricus;Tetragonisca sp.;1
1;06th July 2021;10:00;15;Leonurus sibiricus;Bombus amarela;1
1;06th July 2021;10:00;15;Aloysia citrodora;0;
1;06th July 2021;10:00;15;Odontonema tubaeforme;Trigona spinipes;2
1;06th July 2021;12:30;15;Thunbergia grandiflora;0;
1;06th July 2021;12:30;15;Raphanus raphanistrum;Apis mellifera;1
1;06th July 2021;12:30;15;Raphanus raphanistrum;Tetragonisca sp.;2
1;06th July 2021;12:30;15;Raphanus raphanistrum;Melipinini preto (Scaptotrigona/Trigona) ?;2
1;06th July 2021;12:30;15;Ocimum basilicum;0;
1;06th July 2021;12:30;15;Odontonema tubaeforme;0;
1;06th July 2021;12:30;15;Cosmos sulphureus;0;
1;06th July 2021;12:30;15;Lippia alba;Vespa com cabeça e abdomen amarelo;1
1;06th July 2021;12:30;15;Sonchus oleraceus;0;
1;06th July 2021;12:30;15;Eugenia uniflora;0;
1;06th July 2021;12:30;15;Ocimum basilicum;0;
1;06th July 2021;12:30;15;Leonurus sibiricus;0;
1;06th July 2021;12:30;15;Plectranthus barbatus;X. preta;1
1;06th July 2021;12:30;15;Plectranthus barbatus;Tetragona clavipes;1
1;06th July 2021;12:30;15;Plectranthus barbatus;X. frontalis;1
1;06th July 2021;12:30;15;Plectranthus barbatus;Tetragonisca sp.;1
1;06th July 2021;12:30;15;Tetradenia riparia;Tetragonisca sp.;1
1;06th July 2021;12:30;15;Tetradenia riparia;Megachilidae (34);1
1;06th July 2021;12:30;15;Tetradenia riparia;Melipinini preto (Scaptotrigona/Trigona) ?;1
1;06th July 2021;12:30;15;Tetradenia riparia;Apis mellifera;1
1;06th July 2021;12:30;15;Aloysia citrodora;Megachilidae (cap. Na falsa mirra);1
1;06th July 2021;12:30;15;Aloysia citrodora;Apis mellifera;1
1;06th July 2021;12:30;15;Tithonia diversifolia;0;
1;06th July 2021;14:00;15;Raphanus raphanistrum;Apis mellifera;2
1;06th July 2021;14:00;15;Raphanus raphanistrum;Nannotrigona testaceicornes;2
1;06th July 2021;14:00;15;Raphanus raphanistrum;Tetragonisca sp.;2
1;06th July 2021;14:00;15;Raphanus raphanistrum;Melipinini preto (Scaptotrigona/Trigona) ?;2
1;06th July 2021;14:00;15;Lippia alba;Apis mellifera;1
1;06th July 2021;14:00;15;Sonchus oleraceus;0;
1;06th July 2021;14:00;15;Eugenia uniflora;0;
1;06th July 2021;14:00;15;Plectranthus barbatus;Bombus amarela;1
1;06th July 2021;14:00;15;Plectranthus barbatus;Xylocopa frontalis;1
1;06th July 2021;14:00;15;Tetradenia riparia;Tetragonisca sp.;1
1;06th July 2021;14:00;15;Tetradenia riparia;Apis mellifera;1
1;06th July 2021;14:00;15;Tetradenia riparia;Vespa enorme preta;1
1;06th July 2021;14:00;15;Aloysia citrodora;Apis mellifera;1
1;06th July 2021;14:00;15;Aloysia citrodora;Vaquinha (Coleoptera);1
1;06th July 2021;14:00;15;Tithonia diversifolia;Apis mellifera;1
1;06th July 2021;14:00;15;Tithonia diversifolia;Vaquinha (Coleoptera);1
1;06th July 2021;14:00;15;Ocimum basilicum;Apis mellifera;1
1;06th July 2021;14:00;15;Ocimum basilicum;Tetragonisca sp.;1
1;06th July 2021;14:00;15;Ocimum basilicum;Megachilidae (49);1
1;06th July 2021;14:00;15;Ocimum basilicum;Hallicitidae verde média;1
1;06th July 2021;14:00;15;Leonurus sibiricus;Tetragonisca sp.;1
1;06th July 2021;14:00;15;Leonurus sibiricus;Bombus preta;1
1;06th July 2021;14:00;15;Leonurus sibiricus;Apis mellifera;1
1;06th July 2021;14:00;15;Leonurus sibiricus;Megachilidae (grande abdomen triangular);1
1;06th July 2021;14:00;15;Thunbergia grandiflora;Melipinini preto (Scaptotrigona/Trigona) ? 1;2
1;06th July 2021;14:00;15;Odontonema tubaeforme;Melipinini preto (Scaptotrigona/Trigona) ?;2
1;06th July 2021;14:00;15;Odontonema tubaeforme;Hallicitidae verde (coletada no dia de teste em 4 plantas);2
1;06th July 2021;14:00;15;Cosmos sulphureus;Vaquinha (Coleoptera);1
1;08th July 2021;10:00;15;Emilia fosbergii;Apis mellifera;1
1;08th July 2021;10:00;15;Acmella oleracea;0;
1;08th July 2021;10:00;15;Justicia brandegeeana;Melipinini preto (Scaptotrigona/Trigona) ? 1;2
1;08th July 2021;10:00;15;Pachystachys lutea;Melipinini preto (Scaptotrigona/Trigona) ?;2
1;08th July 2021;10:00;15;Achillea millefolium;Vaquinha (Coleoptera);1
1;08th July 2021;10:00;15;Achillea millefolium;Nannotrigona testaceicornes;1
1;08th July 2021;10:00;15;Aloe sp. 1;Melipinini preto (Scaptotrigona/Trigona) ?;2
1;08th July 2021;10:00;15;Talinum fruticosum;0;
1;08th July 2021;10:00;15;Lantana camara;Borobleta do maracujá;1
1;08th July 2021;10:00;15;Lantana camara;Apis mellifera;1
1;08th July 2021;10:00;15;Ixora chinensis;0;
1;08th July 2021;10:00;15;Tridax procumbens;Apis mellifera;1
1;08th July 2021;10:00;15;Tradescantia pallida;Bombus amarela;1
1;08th July 2021;10:00;15;Tradescantia pallida;Apis mellifera;1
1;08th July 2021;10:00;15;Turnera subulata;Bombus amarela;1
1;08th July 2021;10:00;15;Turnera subulata;Melipinini preto (Scaptotrigona/Trigona) ? 1;1
1;08th July 2021;10:00;15;Agave attenuata;Melipinini preto (Scaptotrigona/Trigona) ?;2
1;08th July 2021;12:30;15;Emilia fosbergii;Apis mellifera;1
1;08th July 2021;12:30;15;Emilia fosbergii;Tetragonisca sp.;1
1;08th July 2021;12:30;15;Acmella oleracea;Borboleta pequena laranja;1
1;08th July 2021;12:30;15;Justicia brandegeeana;Melipinini preto (Scaptotrigona/Trigona) ? sp.;2
1;08th July 2021;12:30;15;Pachystachys lutea;Melipinini preto (Scaptotrigona/Trigona) ? sp.;2
1;08th July 2021;12:30;15;Pachystachys lutea;Apis mellifera;2
1;08th July 2021;12:30;15;Achillea millefolium;vespinha magra;1
1;08th July 2021;12:30;15;Achillea millefolium;Nannotrigona testaceicornes;1
1;08th July 2021;12:30;15;Achillea millefolium;Apis mellifera;1
1;08th July 2021;12:30;15;Aloe sp. 1;Melipinini preto (Scaptotrigona/Trigona) ? sp. 1;2
1;08th July 2021;12:30;15;Talinum fruticosum;0;
1;08th July 2021;12:30;15;Lantana camara;Borboleta amarela alaranjada forte ( já vista);1
1;08th July 2021;12:30;15;Lantana camara;Apis mellifera;2
1;08th July 2021;12:30;15;Ixora chinensis;0;
1;08th July 2021;12:30;15;Tridax procumbens;Apis mellifera;1
1;08th July 2021;12:30;15;Tradescantia pallida;Apis mellifera;1
1;08th July 2021;12:30;15;Tradescantia pallida;Bombus amarela;1
1;08th July 2021;12:30;15;Turnera subulata;Apis mellifera;1
1;08th July 2021;12:30;15;Turnera subulata;Tetragonisca sp.;1
1;08th July 2021;12:30;15;Agave attenuata;Melipinini preto (Scaptotrigona/Trigona) ? sp. 1;2
1;08th July 2021;14:00;15;Emilia fosbergii;Apis mellifera;1
1;08th July 2021;14:00;15;Acmella oleracea;Tetragonisca sp.;1
1;08th July 2021;14:00;15;Acmella oleracea;vespa magrinha da Achillea millefolium;1
1;08th July 2021;14:00;15;Justicia brandegeeana;Melipinini preto (Scaptotrigona/Trigona) ? 1;2
1;08th July 2021;14:00;15;Justicia brandegeeana;hallicitidae comum dessa planta, já cap.;2
1;08th July 2021;14:00;15;Pachystachys lutea;Apis mellifera;2
1;08th July 2021;14:00;15;Achillea millefolium;vespa magrinha da Achillea millefolium;1
1;08th July 2021;14:00;15;Achillea millefolium;Vaquinha (Coleoptera);1
1;08th July 2021;14:00;15;Aloe sp. 1;Trigona spinipes;2
1;08th July 2021;14:00;15;Talinum fruticosum;0;
1;08th July 2021;14:00;15;Lantana camara;Beija flor costas verdes, peito cinza peq.  (vídeo);1
1;08th July 2021;14:00;15;Lantana camara;Apis mellifera;2
1;08th July 2021;14:00;15;Ixora chinensis;0;
1;08th July 2021;14:00;15;Tridax procumbens;Apis mellifera;1
1;08th July 2021;14:00;15;Tradescantia pallida;0;
1;08th July 2021;14:00;15;Turnera subulata;0;
1;08th July 2021;14:00;15;Agave attenuata;Melipinini preto (Scaptotrigona/Trigona) ? 1;2
1;08th July 2021;10:00;15;Cosmos sulphureus;0;
1;08th July 2021;10:00;15;Odontonema tubaeforme;Melipinini preto (Scaptotrigona/Trigona) ? 1;2
1;08th July 2021;10:00;15;Thunbergia grandiflora;Melipinini preto (Scaptotrigona/Trigona) ? (base da flor);2
1;08th July 2021;10:00;15;Ocimum basilicum;Apis mellifera;1
1;08th July 2021;10:00;15;Leonurus sibiricus;Apis mellifera;1
1;08th July 2021;10:00;15;Leonurus sibiricus;Tetragonisca sp.;1
1;08th July 2021;10:00;15;Tithonia diversifolia;Bombus preta;1
1;08th July 2021;10:00;15;Tithonia diversifolia;Vaquinha (Coleoptera);2
1;08th July 2021;10:00;15;Tetradenia riparia;Tetragonisca sp.;1
1;08th July 2021;10:00;15;Plectranthus barbatus;Xylocopa frontalis;1
1;08th July 2021;10:00;15;Plectranthus barbatus;Tetragona clavipes;1
1;08th July 2021;10:00;15;Eugenia uniflora;0;
1;08th July 2021;10:00;15;Aloysia citrodora;Apis mellifera;1
1;08th July 2021;10:00;15;Sonchus oleraceus;0;
1;08th July 2021;10:00;15;Lippia alba;Apis mellifera;1
1;08th July 2021;10:00;15;Raphanus raphanistrum;Nannotrigona testaceicornes;2
1;08th July 2021;10:00;15;Raphanus raphanistrum;Melipinini preto (Scaptotrigona/Trigona) ?;2
1;08th July 2021;10:00;15;Raphanus raphanistrum;Tetragonisca sp.;2
1;08th July 2021;12:30;15;Cosmos sulphureus;Apis mellifera;1
1;08th July 2021;12:30;15;Cosmos sulphureus;Vaquinha (Coleoptera);1
1;08th July 2021;12:30;15;Odontonema tubaeforme;Melipinini preto (Scaptotrigona/Trigona) ? 1;2
1;08th July 2021;12:30;15;Odontonema tubaeforme;Nannotrigona testaceicornes;2
1;08th July 2021;12:30;15;Thunbergia grandiflora;Melipinini preto (Scaptotrigona/Trigona) ? (base da flor);2
1;08th July 2021;12:30;15;Ocimum basilicum;Apis mellifera;1
1;08th July 2021;12:30;15;Ocimum basilicum;Hallicitidae verde claro (53);1
1;08th July 2021;12:30;15;Leonurus sibiricus;Apis mellifera;1
1;08th July 2021;12:30;15;Leonurus sibiricus;Tetragonisca sp.;1
1;08th July 2021;12:30;15;Tithonia diversifolia;Tetragonisca sp.;1
1;08th July 2021;12:30;15;Tetradenia riparia;Tetragonisca sp.;1
1;08th July 2021;12:30;15;Tetradenia riparia;Nannotrigona testaceicornes;1
1;08th July 2021;12:30;15;Plectranthus barbatus;Xylocopa frontalis;1
1;08th July 2021;12:30;15;Plectranthus barbatus;Tetragona clavipes;1
1;08th July 2021;12:30;15;Plectranthus barbatus;Tetragonisca sp.;1
1;08th July 2021;12:30;15;Plectranthus barbatus;Bombus amarela;1
1;08th July 2021;12:30;15;Eugenia uniflora;0;
1;08th July 2021;12:30;15;Aloysia citrodora;Apis mellifera;1
1;08th July 2021;12:30;15;Sonchus oleraceus;0;
1;08th July 2021;12:30;15;Lippia alba;Apis mellifera;1
1;08th July 2021;12:30;15;Raphanus raphanistrum;Melipinini preto (Scaptotrigona/Trigona) ?;2
1;08th July 2021;12:30;15;Raphanus raphanistrum;Tetragonisca sp.;2
1;08th July 2021;12:30;15;Raphanus raphanistrum;Nannotrigona testaceicornes;2
1;08th July 2021;14:00;15;Cosmos sulphureus;Apis mellifera;1
1;08th July 2021;14:00;15;Cosmos sulphureus;Vaquinha (Coleoptera);1
1;08th July 2021;14:00;15;Odontonema tubaeforme;Trigona spinipes;2
1;08th July 2021;14:00;15;Odontonema tubaeforme;Nannotrigona testaceicornes;2
1;08th July 2021;14:00;15;Odontonema tubaeforme;Tetragonisca sp.;2
1;08th July 2021;14:00;15;Thunbergia grandiflora;Trigona spinipes;2
1;08th July 2021;14:00;15;Ocimum basilicum;Apis mellifera;1
1;08th July 2021;14:00;15;Ocimum basilicum;Tetragonisca sp.;1
1;08th July 2021;14:00;15;Tithonia diversifolia;Bombus preta;1
1;08th July 2021;14:00;15;Tithonia diversifolia;Tetragonisca sp.;1
1;08th July 2021;14:00;15;Leonurus sibiricus;Apis mellifera;1
1;08th July 2021;14:00;15;Leonurus sibiricus;Melipinini preto (Scaptotrigona/Trigona) ? 1;1
1;08th July 2021;14:00;15;Leonurus sibiricus;Tetragonisca sp.;1
1;08th July 2021;14:00;15;Leonurus sibiricus;Bombus preta;1
1;08th July 2021;14:00;15;Tetradenia riparia;Nannotrigona testaceicornes;1
1;08th July 2021;14:00;15;Tetradenia riparia;Tetragonisca sp.;1
1;08th July 2021;14:00;15;Plectranthus barbatus;beija flor vídeo 1;1
1;08th July 2021;14:00;15;Plectranthus barbatus;Xylocopa frontalis;1
1;08th July 2021;14:00;15;Plectranthus barbatus;Tetragona clavipes;1
1;08th July 2021;14:00;15;Plectranthus barbatus;Tetragonisca sp.;1
1;08th July 2021;14:00;15;Eugenia uniflora;0;
1;08th July 2021;14:00;15;Sonchus oleraceus;0;
1;08th July 2021;14:00;15;Aloysia citrodora;Apis mellifera;1
1;08th July 2021;14:00;15;Lippia alba;Apis mellifera;1
1;08th July 2021;14:00;15;Raphanus raphanistrum;vespa amarela com preto;2
1;08th July 2021;14:00;15;Raphanus raphanistrum;Melipinini preto (Scaptotrigona/Trigona) ?;2
1;08th July 2021;14:00;15;Raphanus raphanistrum;Tetragonisca sp.;2
1;08th July 2021;14:00;15;Raphanus raphanistrum;Nannotrigona testaceicornes;2
2;13th July 2021;07:30;15;Turnera subulata;0;
2;13th July 2021;07:30;15;Tradescantia pallida;Apis mellifera;1
2;13th July 2021;07:30;15;Tradescantia pallida;Bombus amarela;1
2;13th July 2021;07:30;15;Momordica charantia;0;
2;13th July 2021;07:30;15;Tridax procumbens;0;
2;13th July 2021;07:30;15;Talinum fruticosum;0;
2;13th July 2021;07:30;15;Lantana camara;0;
2;13th July 2021;07:30;15;Ixora chinensis;0;
2;13th July 2021;07:30;15;Pachystachys lutea;0;
2;13th July 2021;07:30;15;Justicia brandegeeana;Apis mellifera;2
2;13th July 2021;07:30;15;Achillea millefolium;0;
2;13th July 2021;07:30;15;Acmella oleracea;0;
2;13th July 2021;07:30;15;Emilia fosbergii;0;
2;13th July 2021;07:30;15;Dichorisandra thyrsiflora;0;
2;13th July 2021;07:30;15;Tithonia diversifolia;0;
2;13th July 2021;07:30;15;Aloe sp. 1;Apis mellifera na base da flor;2
2;13th July 2021;07:30;15;Aloe sp. 1;Trigona spinipes;2
2;13th July 2021;07:30;15;Thunbergia grandiflora;0;
2;13th July 2021;07:30;15;Raphanus raphanistrum;0;
2;13th July 2021;07:30;15;Lippia alba;0;
2;13th July 2021;07:30;15;Aloysia citrodora;0;
2;13th July 2021;07:30;15;Sonchus oleraceus;Bombus amarela (3 listras);1
2;13th July 2021;07:30;15;Sonchus oleraceus;Apis mellifera;1
2;13th July 2021;07:30;15;Sonchus oleraceus;Melipinini preto (Scaptotrigona/Trigona) ? 1;1
2;13th July 2021;07:30;15;Ocimum basilicum;Apis mellifera;1
2;13th July 2021;07:30;15;Sorghum halepense;Diptera (comum no Sorghum);1
2;13th July 2021;07:30;15;Plectranthus barbatus;Xylocopa frontalis;1
2;13th July 2021;07:30;15;Tetradenia riparia;0;
2;13th July 2021;07:30;15;Parthenium hysterophorus;0;
2;13th July 2021;07:30;15;Catharanthus roseus;0;
2;13th July 2021;07:30;15;Leonurus sibiricus;0;
2;13th July 2021;07:30;15;Odontonema tubaeforme;Trigona spinipes;2
2;13th July 2021;07:30;15;Cosmos sulphureus;Bombus preta;1
2;13th July 2021;07:30;15;Bougainvillea glabra;0;
2;13th July 2021;07:30;15;Tithonia rotundifolia;0;
2;13th July 2021;10:00;15;Turnera subulata;Bombus amarela (3 listras);1
2;13th July 2021;10:00;15;Turnera subulata;Apis mellifera;1
2;13th July 2021;10:00;15;Turnera subulata;Melipinini preto (Scaptotrigona/Trigona) ? 1;1
2;13th July 2021;10:00;15;Tradescantia pallida;Bombus amarela (3 listras);1
2;13th July 2021;10:00;15;Tradescantia pallida;Apis mellifera;1
2;13th July 2021;10:00;15;Momordica charantia;Hallicitidae média com torax preta;1
2;13th July 2021;10:00;15;Tridax procumbens;Apis mellifera;1
2;13th July 2021;10:00;15;Talinum fruticosum;0;
2;13th July 2021;10:00;15;Lantana camara;Apis mellifera;2
2;13th July 2021;10:00;15;Ixora chinensis;0;
2;13th July 2021;10:00;15;Pachystachys lutea;Trigona spinipes;2
2;13th July 2021;10:00;15;Justicia brandegeeana;Apis mellifera;2
2;13th July 2021;10:00;15;Achillea millefolium;Vaquinha (Coleoptera);1
2;13th July 2021;10:00;15;Acmella oleracea;Tetragonisca sp.;1
2;13th July 2021;10:00;15;Emilia fosbergii;Tetragonisca sp.;1
2;13th July 2021;10:00;15;Emilia fosbergii;Diptera pequeno preto parece comum;1
2;13th July 2021;10:00;15;Emilia fosbergii;Apis mellifera;1
2;13th July 2021;10:00;15;Dichorisandra thyrsiflora;Euglossinae;1
2;13th July 2021;10:00;15;Tithonia diversifolia;Apis mellifera;1
2;13th July 2021;10:00;15;Tithonia diversifolia;Bombus sp.;1
2;13th July 2021;10:00;15;Aloe sp. 1;Trigona spinipes;2
2;13th July 2021;10:00;15;Raphanus raphanistrum;Tetragonisca sp.;2
2;13th July 2021;10:00;15;Raphanus raphanistrum;Melipinini preto (Scaptotrigona/Trigona) ?;2
2;13th July 2021;10:00;15;Raphanus raphanistrum;Apis mellifera;2
2;13th July 2021;10:00;15;Raphanus raphanistrum;Nannotrigona testaceicornes;2
2;13th July 2021;10:00;15;Lippia alba;Apis mellifera;1
2;13th July 2021;10:00;15;Aloysia citrodora;0;
2;13th July 2021;10:00;15;Sonchus oleraceus;0;
2;13th July 2021;10:00;15;Ocimum basilicum;Apis mellifera;1
2;13th July 2021;10:00;15;Sorghum halepense;Vespa Sorghum;1
2;13th July 2021;10:00;15;Sorghum halepense;Diptera Sorghum;1
2;13th July 2021;10:00;15;Plectranthus barbatus;Tetragonisca sp.;1
2;13th July 2021;10:00;15;Plectranthus barbatus;Bombus amarela (3 listras);1
2;13th July 2021;10:00;15;Plectranthus barbatus;Melipinini preto (Scaptotrigona/Trigona) ? 1;1
2;13th July 2021;10:00;15;Plectranthus barbatus;Tetragona clavipes;1
2;13th July 2021;10:00;15;Plectranthus barbatus;Apis mellifera;1
2;13th July 2021;10:00;15;Plectranthus barbatus;Xylocopa frontalis;1
2;13th July 2021;10:00;15;Plectranthus barbatus;Xylocopa preta;1
2;13th July 2021;10:00;15;Tetradenia riparia;Tetragonisca sp.;1
2;13th July 2021;10:00;15;Tetradenia riparia;Nannotrigona testaceicornes;1
2;13th July 2021;10:00;15;Tetradenia riparia;Apis mellifera;1
2;13th July 2021;10:00;15;Parthenium hysterophorus;Tetragonisca sp.;1
2;13th July 2021;10:00;15;Catharanthus roseus;0;
2;13th July 2021;10:00;15;Leonurus sibiricus;Bombus preta;1
2;13th July 2021;10:00;15;Leonurus sibiricus;Bombus amarela (3 listras);1
2;13th July 2021;10:00;15;Leonurus sibiricus;Tetragonisca sp.;1
2;13th July 2021;10:00;15;Odontonema tubaeforme;Trigona spinipes;2
2;13th July 2021;10:00;15;Odontonema tubaeforme;Tetragonisca sp.;2
2;13th July 2021;10:00;15;Odontonema tubaeforme;Hallictidae já capturada;2
2;13th July 2021;10:00;15;Cosmos sulphureus;Apis mellifera;1
2;13th July 2021;10:00;15;Cosmos sulphureus;Hallictidae já capturada;1
2;13th July 2021;10:00;15;Bougainvillea glabra;0;
2;13th July 2021;10:00;15;Tithonia rotundifolia;0;
2;13th July 2021;10:00;15;Thunbergia grandiflora;0;
2;13th July 2021;12:30;15;Turnera subulata;Apis mellifera;1
2;13th July 2021;12:30;15;Tradescantia pallida;0;
2;13th July 2021;12:30;15;Momordica charantia;0;
2;13th July 2021;12:30;15;Tridax procumbens;Apis mellifera;1
2;13th July 2021;12:30;15;Tridax procumbens;vespa amarela com preto +- 1cm;1
2;13th July 2021;12:30;15;Talinum fruticosum;0;
2;13th July 2021;12:30;15;Lantana camara;Borboleta parecida com monarca (já pega);1
2;13th July 2021;12:30;15;Lantana camara;Apis mellifera;1
2;13th July 2021;12:30;15;Ixora chinensis;0;
2;13th July 2021;12:30;15;Pachystachys lutea;Hallictidae já capturada;2
2;13th July 2021;12:30;15;Pachystachys lutea;Trigona spinipes;2
2;13th July 2021;12:30;15;Justicia brandegeeana;Apis mellifera;2
2;13th July 2021;12:30;15;Justicia brandegeeana;Hallicitidae verde comum (já capturada);2
2;13th July 2021;12:30;15;Achillea millefolium;Nannotrigona testaceicornes;1
2;13th July 2021;12:30;15;Achillea millefolium;Borboleta Achillea millefolium;1
2;13th July 2021;12:30;15;Acmella oleracea;Tetragonisca sp.;1
