Semana;Date;Start time;Duration (minutes);Plant_species;Insect_species;Interaction
39;27th June 2022;14:00;15;Turnera subulata;0;
39;27th June 2022;14:00;15;Ocimum basilicum;Apis mellifera;1
39;27th June 2022;14:00;15;Ocimum basilicum;Megachilidae de abd quadrangular;1
39;27th June 2022;14:00;15;Gaillardia pulchella;0;
39;27th June 2022;14:00;15;Thunbergia grandiflora;Trigona sp.;2
39;27th June 2022;14:00;15;Momordica charantia;0;
39;27th June 2022;14:00;15;Odontonema tubaeforme;Tetragonisca sp.;2
39;27th June 2022;14:00;15;Odontonema tubaeforme;Trigona sp.;2
39;27th June 2022;14:00;15;Plectranthus barbatus;hesperiidae laranja com pontinhos pretos;1
39;27th June 2022;14:00;15;Cosmos sulphureus;0;
39;27th June 2022;14:00;15;Macroptilium atropurpureum;0;
39;27th June 2022;14:00;15;Catharanthus roseus;0;
39;27th June 2022;14:00;15;Bidens pilosa;0;
39;27th June 2022;14:00;15;Hibiscus rosa-sinensis x sp. 1;0;
39;27th June 2022;14:00;15;Leucaena leucocephala;0;
39;27th June 2022;14:00;15;Spathiphyllum wallisii;0;
39;27th June 2022;14:00;15;Solanum americanum;0;
39;27th June 2022;14:00;15;Camonea umbellata;hallictidae preta média;1
39;27th June 2022;14:00;15;Youngia japonica;0;
39;27th June 2022;14:00;15;Foeniculum vulgare;0;
39;27th June 2022;14:00;15;Talinum fruticosum;0;
39;27th June 2022;14:00;15;Sonchus oleraceus;0;
39;27th June 2022;14:00;15;Commelina sp.;0;
39;27th June 2022;14:00;15;Euphorbia heterophylla;0;
39;27th June 2022;14:00;15;Marsypianthes chamaedrys;0;
39;27th June 2022;14:00;15;Ruellia brevifolia;0;
39;27th June 2022;14:00;15;Tithonia rotundifolia;0;
39;27th June 2022;14:00;15;Costus spicatus;0;
39;27th June 2022;14:00;15;Ricinus communis;0;
39;27th June 2022;14:00;15;Musa ornata;0;
39;27th June 2022;14:00;15;Antigonon leptopus;0;
39;27th June 2022;14:00;15;Pleroma mutabile;0;
39;27th June 2022;14:00;15;Cucurbita pepo;0;
39;27th June 2022;14:00;15;Argemone mexicana;0;
39;27th June 2022;14:00;15;Leonurus sibiricus;0;
39;27th June 2022;14:00;15;Tithonia diversifolia;0;
39;27th June 2022;14:00;15;Agave attenuata;Trigona sp.;2
39;27th June 2022;14:00;15;Alternanthera brasiliana;Diptera que parece Apis;1
39;27th June 2022;14:00;15;Alternanthera brasiliana;hallictidae verde com dourado clássica daqui;1
39;27th June 2022;14:00;15;Alternanthera brasiliana;Scaptotrigona sp.;1
39;27th June 2022;14:00;15;Ipomoea nil;0;
39;27th June 2022;14:00;15;Rosa x sp. 1;0;
39;27th June 2022;14:00;15;Parthenium hysterophorus;0;
39;27th June 2022;14:00;15;Hypochaeris radicata;0;
39;27th June 2022;14:00;15;Ruellia angustiflora;0;
39;27th June 2022;14:00;15;Oxalis latifolia;0;
39;27th June 2022;14:00;15;Conyza bonariensis;0;
39;27th June 2022;14:00;15;Oxalis latifolia;0;
39;27th June 2022;14:00;15;Rosmarinus officinalis;0;
39;27th June 2022;14:00;15;Neonotonia wightii;Apis mellifera;1
39;27th June 2022;14:00;15;Neonotonia wightii;exomalospis preta gradinha com abd listrado em branco;1
39;27th June 2022;14:00;15;Taraxacum officinale;0;
39;27th June 2022;14:00;15;Gaya domingensis;0;
39;27th June 2022;14:00;15;Alternanthera tenella;0;
39;27th June 2022;14:00;15;Aloe sp. 1;0;
39;27th June 2022;14:00;15;Elephantopus mollis;0;
40;28th June 2022;07:30;15;Emilia fosbergii;0;
40;28th June 2022;07:30;15;Emilia sonchifolia;0;
40;28th June 2022;07:30;15;Tridax procumbens;0;
40;28th June 2022;07:30;15;Dianella tasmanica;0;
40;28th June 2022;07:30;15;Dichorisandra thyrsiflora;0;
40;28th June 2022;07:30;15;Ixora chinensis;0;
40;28th June 2022;07:30;15;Calliandra brevipes;0;
40;28th June 2022;07:30;15;Euphorbia graminea;0;
40;28th June 2022;07:30;15;Tradescantia pallida;Apis mellifera;1
40;28th June 2022;07:30;15;Acmella oleracea;0;
40;28th June 2022;07:30;15;Lippia alba;0;
40;28th June 2022;07:30;15;Cuphea carthagenensis;0;
40;28th June 2022;07:30;15;Justicia brandegeeana;Apis mellifera;2
40;28th June 2022;07:30;15;Mandevilla x sp.;0;
40;28th June 2022;07:30;15;Graptophyllum pictum;0;
40;28th June 2022;07:30;15;Pachystachys lutea;0;
40;28th June 2022;07:30;15;Turnera subulata;0;
40;28th June 2022;07:30;15;Ocimum basilicum;0;
40;28th June 2022;07:30;15;Gaillardia pulchella;0;
40;28th June 2022;07:30;15;Thunbergia grandiflora;0;
40;28th June 2022;07:30;15;Momordica charantia;0;
40;28th June 2022;07:30;15;Odontonema tubaeforme;0;
40;28th June 2022;07:30;15;Plectranthus barbatus;Apis mellifera;1
40;28th June 2022;07:30;15;Cosmos sulphureus;0;
40;28th June 2022;07:30;15;Macroptilium atropurpureum;0;
40;28th June 2022;07:30;15;Catharanthus roseus;0;
40;28th June 2022;07:30;15;Bidens pilosa;0;
40;28th June 2022;07:30;15;Hibiscus rosa-sinensis x sp. 1;0;
40;28th June 2022;07:30;15;Leucaena leucocephala;0;
40;28th June 2022;07:30;15;Spathiphyllum wallisii;0;
40;28th June 2022;07:30;15;Solanum americanum;0;
40;28th June 2022;07:30;15;Camonea umbellata;0;
40;28th June 2022;07:30;15;Youngia japonica;0;
40;28th June 2022;07:30;15;Foeniculum vulgare;0;
40;28th June 2022;07:30;15;Talinum fruticosum;0;
40;28th June 2022;07:30;15;Sonchus oleraceus;0;
40;28th June 2022;07:30;15;Commelina sp.;0;
40;28th June 2022;07:30;15;Euphorbia heterophylla;0;
40;28th June 2022;07:30;15;Marsypianthes chamaedrys;0;
40;28th June 2022;07:30;15;Ruellia brevifolia;0;
40;28th June 2022;07:30;15;Tithonia rotundifolia;0;
40;28th June 2022;07:30;15;Costus spicatus;0;
40;28th June 2022;07:30;15;Ricinus communis;0;
40;28th June 2022;07:30;15;Musa ornata;0;
40;28th June 2022;07:30;15;Antigonon leptopus;0;
40;28th June 2022;07:30;15;Pleroma mutabile;0;
40;28th June 2022;07:30;15;Cucurbita pepo;0;
40;28th June 2022;07:30;15;Argemone mexicana;0;
40;28th June 2022;07:30;15;Leonurus sibiricus;0;
40;28th June 2022;07:30;15;Tithonia diversifolia;0;
40;28th June 2022;07:30;15;Agave attenuata;Trigona sp.;2
40;28th June 2022;07:30;15;Agave attenuata;Apis mellifera;2
40;28th June 2022;07:30;15;Alternanthera brasiliana;0;
40;28th June 2022;07:30;15;Ipomoea nil;0;
40;28th June 2022;07:30;15;Rosa x sp. 1;0;
40;28th June 2022;07:30;15;Parthenium hysterophorus;0;
40;28th June 2022;07:30;15;Hypochaeris radicata;0;
40;28th June 2022;07:30;15;Ruellia angustiflora;0;
40;28th June 2022;07:30;15;Oxalis latifolia;0;
40;28th June 2022;07:30;15;Conyza bonariensis;0;
40;28th June 2022;07:30;15;Oxalis latifolia;0;
40;28th June 2022;07:30;15;Rosmarinus officinalis;0;
40;28th June 2022;07:30;15;Neonotonia wightii;0;
40;28th June 2022;07:30;15;Taraxacum officinale;0;
40;28th June 2022;07:30;15;Gaya domingensis;0;
40;28th June 2022;07:30;15;Alternanthera tenella;0;
40;28th June 2022;07:30;15;Aloe sp. 1;0;
40;28th June 2022;07:30;15;Elephantopus mollis;0;
40;28th June 2022;07:30;15;Baccharis crispa;0;
40;28th June 2022;07:30;15;Croton glandulosus;0;
40;28th June 2022;07:30;15;Aloysia citrodora;0;
40;30th June 2022;10:00;15;Emilia fosbergii;0;
40;30th June 2022;10:00;15;Emilia sonchifolia;0;
40;30th June 2022;10:00;15;Tridax procumbens;hallcitidae abd amrrom e torax e cabeça dourado;1
40;30th June 2022;10:00;15;Tridax procumbens;Borboleta que parece a monarca;1
40;30th June 2022;10:00;15;Dianella tasmanica;0;
40;30th June 2022;10:00;15;Dichorisandra thyrsiflora;Trigona sp.;2
40;30th June 2022;10:00;15;Ixora chinensis;0;
40;30th June 2022;10:00;15;Calliandra brevipes;Apis mellifera;1
40;30th June 2022;10:00;15;Euphorbia graminea;0;
40;30th June 2022;10:00;15;Tradescantia pallida;0;
40;30th June 2022;10:00;15;Acmella oleracea;0;
40;30th June 2022;10:00;15;Lippia alba;Pavão branco;1
40;30th June 2022;10:00;15;Cuphea carthagenensis;0;
40;30th June 2022;10:00;15;Justicia brandegeeana;0;
40;30th June 2022;10:00;15;Mandevilla x sp.;0;
40;30th June 2022;10:00;15;Graptophyllum pictum;0;
40;30th June 2022;10:00;15;Pachystachys lutea;0;
40;30th June 2022;10:00;15;Turnera subulata;0;
40;30th June 2022;10:00;15;Ocimum basilicum;0;
40;30th June 2022;10:00;15;Gaillardia pulchella;0;
40;30th June 2022;10:00;15;Thunbergia grandiflora;0;
40;30th June 2022;10:00;15;Momordica charantia;0;
40;30th June 2022;10:00;15;Odontonema tubaeforme;Trigona sp.;2
40;30th June 2022;10:00;15;Plectranthus barbatus;Xylocopa frontalis;1
40;30th June 2022;10:00;15;Plectranthus barbatus;Apis mellifera;1
40;30th June 2022;10:00;15;Cosmos sulphureus;0;
40;30th June 2022;10:00;15;Macroptilium atropurpureum;0;
40;30th June 2022;10:00;15;Catharanthus roseus;0;
40;30th June 2022;10:00;15;Bidens pilosa;hallcitidae verde mais clara;1
40;30th June 2022;10:00;15;Hibiscus rosa-sinensis x sp. 1;0;
40;30th June 2022;10:00;15;Leucaena leucocephala;Trigona sp.;1
40;30th June 2022;10:00;15;Spathiphyllum wallisii;0;
40;30th June 2022;10:00;15;Solanum americanum;0;
40;30th June 2022;10:00;15;Camonea umbellata;0;
40;30th June 2022;10:00;15;Youngia japonica;0;
40;30th June 2022;10:00;15;Foeniculum vulgare;0;
40;30th June 2022;10:00;15;Talinum fruticosum;0;
40;30th June 2022;10:00;15;Sonchus oleraceus;0;
40;30th June 2022;10:00;15;Commelina sp.;0;
40;30th June 2022;10:00;15;Euphorbia heterophylla;0;
40;30th June 2022;10:00;15;Marsypianthes chamaedrys;0;
40;30th June 2022;10:00;15;Ruellia brevifolia;0;
40;30th June 2022;10:00;15;Tithonia rotundifolia;0;
40;30th June 2022;10:00;15;Costus spicatus;0;
40;30th June 2022;10:00;15;Ricinus communis;Apis mellifera;2
40;30th June 2022;10:00;15;Musa ornata;0;
40;30th June 2022;10:00;15;Antigonon leptopus;0;
40;30th June 2022;10:00;15;Pleroma mutabile;bombus amarela 1;1
40;30th June 2022;10:00;15;Cucurbita pepo;0;
40;30th June 2022;10:00;15;Argemone mexicana;0;
40;30th June 2022;10:00;15;Leonurus sibiricus;0;
40;30th June 2022;10:00;15;Tithonia diversifolia;0;
40;30th June 2022;10:00;15;Agave attenuata;Apis mellifera;2
40;30th June 2022;10:00;15;Agave attenuata;Trigona sp.;2
40;30th June 2022;10:00;15;Alternanthera brasiliana;Scaptotrigona sp.;1
40;30th June 2022;10:00;15;Alternanthera brasiliana;Diptera que parece Apis;1
40;30th June 2022;10:00;15;Ipomoea nil;0;
40;30th June 2022;10:00;15;Rosa x sp. 1;0;
40;30th June 2022;10:00;15;Parthenium hysterophorus;0;
40;30th June 2022;10:00;15;Hypochaeris radicata;0;
40;30th June 2022;10:00;15;Ruellia angustiflora;0;
40;30th June 2022;10:00;15;Oxalis latifolia;0;
40;30th June 2022;10:00;15;Conyza bonariensis;0;
40;30th June 2022;10:00;15;Oxalis latifolia;0;
40;30th June 2022;10:00;15;Rosmarinus officinalis;0;
40;30th June 2022;10:00;15;Neonotonia wightii;0;
40;30th June 2022;10:00;15;Taraxacum officinale;0;
40;30th June 2022;10:00;15;Gaya domingensis;0;
40;30th June 2022;10:00;15;Alternanthera tenella;0;
40;30th June 2022;10:00;15;Aloe sp. 1;Trigona sp.;2
40;30th June 2022;10:00;15;Elephantopus mollis;0;
40;30th June 2022;10:00;15;Baccharis crispa;Diptera que parece Apis;1
40;30th June 2022;10:00;15;Croton glandulosus;0;
40;30th June 2022;10:00;15;Aloysia citrodora;Mariposa preta com ponta das asas branca e cabeça laranja;1
40;02th July 2022;12:30;15;Emilia fosbergii;0;
40;02th July 2022;12:30;15;Emilia sonchifolia;0;
40;02th July 2022;12:30;15;Tridax procumbens;vaquinha;1
40;02th July 2022;12:30;15;Tridax procumbens;borboleta que parece a monarca 1;1
40;02th July 2022;12:30;15;Tridax procumbens;Exomalospis scoma bd listrado em branco;1
40;02th July 2022;12:30;15;Dianella tasmanica;Trigona sp.;2
40;02th July 2022;12:30;15;Dianella tasmanica;Abelha estranha marrom;1
40;02th July 2022;12:30;15;Dianella tasmanica;Hallictidae verde comum já cap.;1
40;02th July 2022;12:30;15;Dichorisandra thyrsiflora;0;
40;02th July 2022;12:30;15;Ixora chinensis;Borboleta amarela grande;1
40;02th July 2022;12:30;15;Calliandra brevipes;0;
40;02th July 2022;12:30;15;Euphorbia graminea;0;
40;02th July 2022;12:30;15;Tradescantia pallida;0;
40;02th July 2022;12:30;15;Acmella oleracea;Tetragonisca sp.;1
40;02th July 2022;12:30;15;Acmella oleracea;Hallictidae preta média 1;1
40;02th July 2022;12:30;15;Acmella oleracea;Borboleta com asas mescladas;1
40;02th July 2022;12:30;15;Lippia alba;Apis mellifera;1
40;02th July 2022;12:30;15;Cuphea carthagenensis;0;
40;02th July 2022;12:30;15;Justicia brandegeeana;0;
40;02th July 2022;12:30;15;Mandevilla x sp.;0;
40;02th July 2022;12:30;15;Graptophyllum pictum;Trigona sp.;2
40;02th July 2022;12:30;15;Pachystachys lutea;Trigona sp.;2
40;02th July 2022;12:30;15;Turnera subulata;Halictidae preta clássica da Ipomea amarela;1
40;02th July 2022;12:30;15;Ocimum basilicum;Hallictidae com abd vermelho rubi e cabeça e torax dourado;1
40;02th July 2022;12:30;15;Ocimum basilicum;Exomalososi preta listra na base, grande;1
40;02th July 2022;12:30;15;Ocimum basilicum;Exomalospis com avd listrado em branco;1
40;02th July 2022;12:30;15;Ocimum basilicum;Scaptotrigona sp. acho;1
40;02th July 2022;12:30;15;Ocimum basilicum;Apis mellifera;1
40;02th July 2022;12:30;15;Gaillardia pulchella;borboleta do agrião 1;1
40;02th July 2022;12:30;15;Gaillardia pulchella;Apis mellifera;1
40;02th July 2022;12:30;15;Thunbergia grandiflora;Trigona sp.;2
40;02th July 2022;12:30;15;Momordica charantia;0;
40;02th July 2022;12:30;15;Odontonema tubaeforme;Tetragonisca sp.;2
40;02th July 2022;12:30;15;Odontonema tubaeforme;Trigona sp.;2
40;02th July 2022;12:30;15;Plectranthus barbatus;Apis mellifera;1
40;02th July 2022;12:30;15;Cosmos sulphureus;borboleta que parece a monarca 1;1
40;02th July 2022;12:30;15;Macroptilium atropurpureum;Trigona sp.;2
40;02th July 2022;12:30;15;Catharanthus roseus;0;
40;02th July 2022;12:30;15;Bidens pilosa;Hallictidae verde média?;1
40;02th July 2022;12:30;15;Hibiscus rosa-sinensis x sp. 1;0;
40;02th July 2022;12:30;15;Leucaena leucocephala;0;
40;02th July 2022;12:30;15;Spathiphyllum wallisii;0;
40;02th July 2022;12:30;15;Solanum americanum;Hallictidae vere comum já cap.;1
40;02th July 2022;12:30;15;Camonea umbellata;Halictidae preta clássica daqui;1
40;02th July 2022;12:30;15;Youngia japonica;0;
40;02th July 2022;12:30;15;Foeniculum vulgare;0;
40;02th July 2022;12:30;15;Talinum fruticosum;0;
40;02th July 2022;12:30;15;Sonchus oleraceus;0;
40;02th July 2022;12:30;15;Commelina sp.;0;
40;02th July 2022;12:30;15;Euphorbia heterophylla;0;
40;02th July 2022;12:30;15;Marsypianthes chamaedrys;Ephantidium triginum;1
40;02th July 2022;12:30;15;Marsypianthes chamaedrys;Apis mellifera;1
40;02th July 2022;12:30;15;Ruellia brevifolia;0;
40;02th July 2022;12:30;15;Tithonia rotundifolia;0;
40;02th July 2022;12:30;15;Costus spicatus;0;
40;02th July 2022;12:30;15;Ricinus communis;0;
40;02th July 2022;12:30;15;Musa ornata;0;
40;02th July 2022;12:30;15;Antigonon leptopus;0;
40;02th July 2022;12:30;15;Pleroma mutabile;bombus amarela 1;1
40;02th July 2022;12:30;15;Cucurbita pepo;0;
40;02th July 2022;12:30;15;Argemone mexicana;0;
40;02th July 2022;12:30;15;Leonurus sibiricus;0;
40;02th July 2022;12:30;15;Tithonia diversifolia;vaquinha;1
40;02th July 2022;12:30;15;Tithonia diversifolia;hesperiidae marrom pequena com pontinhos;1
40;02th July 2022;12:30;15;Agave attenuata;Nannotrigona testaceicornes;2
40;02th July 2022;12:30;15;Agave attenuata;Tetragonisca sp.;2
40;02th July 2022;12:30;15;Alternanthera brasiliana;Hallictidae média verde escuro;1
40;02th July 2022;12:30;15;Alternanthera brasiliana;Hallictidae verde com dourado comum aqui;1
40;02th July 2022;12:30;15;Alternanthera brasiliana;Apis mellifera;1
40;02th July 2022;12:30;15;Alternanthera brasiliana;borboleta do agrião 1;1
40;02th July 2022;12:30;15;Alternanthera brasiliana;Scaptotrigona sp.;1
40;02th July 2022;12:30;15;Ipomoea nil;0;
40;02th July 2022;12:30;15;Rosa x sp. 1;0;
40;02th July 2022;12:30;15;Parthenium hysterophorus;0;
40;02th July 2022;12:30;15;Hypochaeris radicata;0;
40;02th July 2022;12:30;15;Ruellia angustiflora;0;
40;02th July 2022;12:30;15;Oxalis latifolia;0;
40;02th July 2022;12:30;15;Conyza bonariensis;0;
40;02th July 2022;12:30;15;Oxalis latifolia;0;
40;02th July 2022;12:30;15;Rosmarinus officinalis;0;
40;02th July 2022;12:30;15;Neonotonia wightii;megachilidae de abd amrelo;1
40;02th July 2022;12:30;15;Neonotonia wightii;Exomalopsis com listras no abd;1
40;02th July 2022;12:30;15;Taraxacum officinale;0;
40;02th July 2022;12:30;15;Gaya domingensis;0;
40;02th July 2022;12:30;15;Alternanthera tenella;0;
40;02th July 2022;12:30;15;Aloe sp. 1;Trigona sp.;2
40;02th July 2022;12:30;15;Elephantopus mollis;0;
40;02th July 2022;12:30;15;Baccharis crispa;0;
40;02th July 2022;12:30;15;Croton glandulosus;0;
40;02th July 2022;12:30;15;Aloysia citrodora;Apis mellifera;1
40;02th July 2022;12:30;15;Aloysia citrodora;vaquinha;1
40;02th July 2022;12:30;15;Aloysia citrodora;Vespídeo com abd amarelo;1
40;02th July 2022;12:30;15;Raphanus raphanistrum;Tetragonisca sp.;2
40;02th July 2022;14:00;15;Emilia fosbergii;0;
40;02th July 2022;14:00;15;Emilia sonchifolia;0;
40;02th July 2022;14:00;15;Tridax procumbens;Pavão branco;1
40;02th July 2022;14:00;15;Dianella tasmanica;0;
40;02th July 2022;14:00;15;Dichorisandra thyrsiflora;0;
40;02th July 2022;14:00;15;Ixora chinensis;0;
40;02th July 2022;14:00;15;Calliandra brevipes;0;
40;02th July 2022;14:00;15;Euphorbia graminea;0;
40;02th July 2022;14:00;15;Tradescantia pallida;0;
40;02th July 2022;14:00;15;Acmella oleracea;borboleta pequena cinza com asas azuis dentro;1
40;02th July 2022;14:00;15;Acmella oleracea;Tetragonisca sp.;1
40;02th July 2022;14:00;15;Lippia alba;Apis mellifera;1
40;02th July 2022;14:00;15;Lippia alba;Exomalopsiss com listras brancas no abd;1
40;02th July 2022;14:00;15;Cuphea carthagenensis;0;
40;02th July 2022;14:00;15;Justicia brandegeeana;Hallictidae verde comum já cap.;2
40;02th July 2022;14:00;15;Mandevilla x sp.;0;
40;02th July 2022;14:00;15;Graptophyllum pictum;0;
40;02th July 2022;14:00;15;Pachystachys lutea;Trigona sp.;2
40;02th July 2022;14:00;15;Turnera subulata;0;
40;02th July 2022;14:00;15;Ocimum basilicum;exomalospis;1
40;02th July 2022;14:00;15;Ocimum basilicum;Apis mellifera;1
40;02th July 2022;14:00;15;Ocimum basilicum;Tetragonisca sp.;1
40;02th July 2022;14:00;15;Gaillardia pulchella;0;
40;02th July 2022;14:00;15;Thunbergia grandiflora;Trigona sp.;2
40;02th July 2022;14:00;15;Momordica charantia;0;
40;02th July 2022;14:00;15;Odontonema tubaeforme;Trigona sp.;2
40;02th July 2022;14:00;15;Plectranthus barbatus;0;
40;02th July 2022;14:00;15;Cosmos sulphureus;Pavão branco;1
40;02th July 2022;14:00;15;Macroptilium atropurpureum;0;
40;02th July 2022;14:00;15;Catharanthus roseus;0;
40;02th July 2022;14:00;15;Bidens pilosa;diptera marrom com branco mesclado;1
40;02th July 2022;14:00;15;Hibiscus rosa-sinensis x sp. 1;0;
40;02th July 2022;14:00;15;Leucaena leucocephala;0;
40;02th July 2022;14:00;15;Spathiphyllum wallisii;0;
40;02th July 2022;14:00;15;Solanum americanum;0;
40;02th July 2022;14:00;15;Camonea umbellata;0;
40;02th July 2022;14:00;15;Youngia japonica;0;
40;02th July 2022;14:00;15;Foeniculum vulgare;0;
40;02th July 2022;14:00;15;Talinum fruticosum;0;
40;02th July 2022;14:00;15;Sonchus oleraceus;0;
40;02th July 2022;14:00;15;Commelina sp.;0;
40;02th July 2022;14:00;15;Euphorbia heterophylla;0;
40;02th July 2022;14:00;15;Marsypianthes chamaedrys;Apis mellifera;1
40;02th July 2022;14:00;15;Marsypianthes chamaedrys;Tetragonisca sp.;1
40;02th July 2022;14:00;15;Marsypianthes chamaedrys;Ephantidium triginum;1
40;02th July 2022;14:00;15;Ruellia brevifolia;0;
40;02th July 2022;14:00;15;Tithonia rotundifolia;0;
40;02th July 2022;14:00;15;Costus spicatus;0;
40;02th July 2022;14:00;15;Ricinus communis;Apis mellifera;2
40;02th July 2022;14:00;15;Ricinus communis;Tetragonisca sp.;2
40;02th July 2022;14:00;15;Musa ornata;0;
40;02th July 2022;14:00;15;Antigonon leptopus;0;
40;02th July 2022;14:00;15;Pleroma mutabile;0;
40;02th July 2022;14:00;15;Cucurbita pepo;0;
40;02th July 2022;14:00;15;Argemone mexicana;0;
40;02th July 2022;14:00;15;Leonurus sibiricus;0;
40;02th July 2022;14:00;15;Tithonia diversifolia;Spicauda clássica;1
40;02th July 2022;14:00;15;Tithonia diversifolia;vaquinha;1
40;02th July 2022;14:00;15;Agave attenuata;Apis mellifera;2
40;02th July 2022;14:00;15;Agave attenuata;Nannotrigona testaceicornes;2
40;02th July 2022;14:00;15;Agave attenuata;Tetragonisca sp.;2
40;02th July 2022;14:00;15;Agave attenuata;Jataí preta;2
40;02th July 2022;14:00;15;Alternanthera brasiliana;Scaptotrigona sp.;1
40;02th July 2022;14:00;15;Alternanthera brasiliana;diptera com abd lustroso preto;1
40;02th July 2022;14:00;15;Alternanthera brasiliana;hallictidae mpedia verde;1
40;02th July 2022;14:00;15;Ipomoea nil;0;
40;02th July 2022;14:00;15;Rosa x sp. 1;0;
40;02th July 2022;14:00;15;Parthenium hysterophorus;0;
40;02th July 2022;14:00;15;Hypochaeris radicata;0;
40;02th July 2022;14:00;15;Ruellia angustiflora;0;
40;02th July 2022;14:00;15;Oxalis latifolia;0;
40;02th July 2022;14:00;15;Conyza bonariensis;0;
40;02th July 2022;14:00;15;Oxalis latifolia;0;
40;02th July 2022;14:00;15;Rosmarinus officinalis;0;
40;02th July 2022;14:00;15;Neonotonia wightii;exomalospis com abd listrado clássica daqui, grandinha;1
40;02th July 2022;14:00;15;Neonotonia wightii;Apis mellifera;1
40;02th July 2022;14:00;15;Taraxacum officinale;0;
40;02th July 2022;14:00;15;Gaya domingensis;0;
40;02th July 2022;14:00;15;Alternanthera tenella;0;
40;02th July 2022;14:00;15;Aloe sp. 1;Trigona sp.;2
40;02th July 2022;14:00;15;Elephantopus mollis;0;
40;02th July 2022;14:00;15;Baccharis crispa;Mariposa preta com ponta das asas branco já filmada aqui;1
40;02th July 2022;14:00;15;Baccharis crispa;diptera marrom com branco mesclado;1
40;02th July 2022;14:00;15;Baccharis crispa;diptera com abd preto lustroso;1
40;02th July 2022;14:00;15;Croton glandulosus;0;
40;02th July 2022;14:00;15;Aloysia citrodora;0;
40;02th July 2022;14:00;15;Raphanus raphanistrum;Nannotrigona testaceicornes;2
40;03th July 2022;10:00;15;Emilia fosbergii;hallictidae verde pequnea;1
40;03th July 2022;10:00;15;Emilia sonchifolia;0;
40;03th July 2022;10:00;15;Tridax procumbens;exomalospis com abd preto n sei qual;1
40;03th July 2022;10:00;15;Tridax procumbens;borboleta que parece a monarca 1;1
40;03th July 2022;10:00;15;Dianella tasmanica;0;
40;03th July 2022;10:00;15;Dichorisandra thyrsiflora;0;
40;03th July 2022;10:00;15;Ixora chinensis;0;
40;03th July 2022;10:00;15;Calliandra brevipes;0;
40;03th July 2022;10:00;15;Euphorbia graminea;0;
40;03th July 2022;10:00;15;Tradescantia pallida;0;
40;03th July 2022;10:00;15;Acmella oleracea;Tetragonisca sp.;1
40;03th July 2022;10:00;15;Lippia alba;Apis mellifera;1
40;03th July 2022;10:00;15;Cuphea carthagenensis;0;
40;03th July 2022;10:00;15;Justicia brandegeeana;Hallictidae verde comum já cap.;2
40;03th July 2022;10:00;15;Mandevilla x sp.;0;
40;03th July 2022;10:00;15;Graptophyllum pictum;Trigona sp.;2
40;03th July 2022;10:00;15;Pachystachys lutea;0;
40;03th July 2022;10:00;15;Turnera subulata;Apis mellifera;1
40;03th July 2022;10:00;15;Turnera subulata;hesperiidae laranja 1;2
40;03th July 2022;10:00;15;Turnera subulata;borboleta média marrom clara;2
40;03th July 2022;10:00;15;Turnera subulata;hallictidae preta magrinha;1
40;03th July 2022;10:00;15;Ocimum basilicum;borboleta cinza  com mancha na asas;1
40;03th July 2022;10:00;15;Ocimum basilicum;Apis mellifera;1
40;03th July 2022;10:00;15;Ocimum basilicum;exomalospsi preta que tentei filmar no tridax;1
40;03th July 2022;10:00;15;Gaillardia pulchella;0;
40;03th July 2022;10:00;15;Thunbergia grandiflora;Trigona sp.;2
40;03th July 2022;10:00;15;Momordica charantia;0;
40;03th July 2022;10:00;15;Odontonema tubaeforme;beija flor pícolo verde claro;1
40;03th July 2022;10:00;15;Plectranthus barbatus;bombus amarela 1;1
40;03th July 2022;10:00;15;Plectranthus barbatus;Apis mellifera;1
40;03th July 2022;10:00;15;Cosmos sulphureus;borboleta do agrião 1;1
40;03th July 2022;10:00;15;Cosmos sulphureus;Pavão branco;1
40;03th July 2022;10:00;15;Cosmos sulphureus;borboleta que parece a monarca 1;1
40;03th July 2022;10:00;15;Macroptilium atropurpureum;Trigona sp.;2
40;03th July 2022;10:00;15;Catharanthus roseus;0;
40;03th July 2022;10:00;15;Bidens pilosa;diptera preto com branco mesclado;1
40;03th July 2022;10:00;15;Hibiscus rosa-sinensis x sp. 1;0;
40;03th July 2022;10:00;15;Leucaena leucocephala;0;
40;03th July 2022;10:00;15;Spathiphyllum wallisii;0;
40;03th July 2022;10:00;15;Solanum americanum;hallicitdae verde azulada;1
40;03th July 2022;10:00;15;Camonea umbellata;0;
40;03th July 2022;10:00;15;Youngia japonica;0;
40;03th July 2022;10:00;15;Foeniculum vulgare;0;
40;03th July 2022;10:00;15;Talinum fruticosum;0;
40;03th July 2022;10:00;15;Sonchus oleraceus;Apis mellifera;1
40;03th July 2022;10:00;15;Commelina sp.;0;
40;03th July 2022;10:00;15;Euphorbia heterophylla;0;
40;03th July 2022;10:00;15;Marsypianthes chamaedrys;0;
40;03th July 2022;10:00;15;Ruellia brevifolia;0;
40;03th July 2022;10:00;15;Tithonia rotundifolia;0;
40;03th July 2022;10:00;15;Costus spicatus;0;
40;03th July 2022;10:00;15;Ricinus communis;Tetragonisca sp.;2
40;03th July 2022;10:00;15;Ricinus communis;Apis mellifera;2
40;03th July 2022;10:00;15;Musa ornata;0;
40;03th July 2022;10:00;15;Antigonon leptopus;0;
40;03th July 2022;10:00;15;Pleroma mutabile;Hallictidae verde comum ja cap 111;2
40;03th July 2022;10:00;15;Cucurbita pepo;0;
